127.0.0.1 - - [06/Dec/2018:16:41:35 +0000] "GET /2018/12/06/hello-world/ HTTP/1.0" 200 58240 "http://tabasum-group-of-companies.local/2018/12/06/hello-world/" "WordPress/4.9.8; http://tabasum-group-of-companies.local"
127.0.0.1 - - [06/Dec/2018:16:41:37 +0000] "POST /wp-cron.php?doing_wp_cron=1544114496.5833389759063720703125 HTTP/1.0" 499 0 "http://tabasum-group-of-companies.local/wp-cron.php?doing_wp_cron=1544114496.5833389759063720703125" "WordPress/4.9.8; http://tabasum-group-of-companies.local"
127.0.0.1 - - [06/Dec/2018:16:43:40 +0000] "GET / HTTP/1.0" 200 85 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:16:48:28 +0000] "GET / HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:16:48:42 +0000] "GET /wp-admin/setup-config.php HTTP/1.0" 200 11292 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:16:48:44 +0000] "GET /favicon.ico HTTP/1.0" 302 0 "http://tabasum-group-of-companies.local/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:16:48:46 +0000] "GET /wp-admin/setup-config.php HTTP/1.0" 200 11292 "http://tabasum-group-of-companies.local/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:16:51:31 +0000] "GET / HTTP/1.0" 500 251 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:16:51:32 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://tabasum-group-of-companies.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:00:39 +0000] "GET / HTTP/1.0" 500 251 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:00:39 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://tabasum-group-of-companies.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:01:00 +0000] "GET / HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:01:03 +0000] "GET /wp-admin/setup-config.php HTTP/1.0" 200 11292 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:01:04 +0000] "GET /favicon.ico HTTP/1.0" 302 0 "http://tabasum-group-of-companies.local/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:01:06 +0000] "GET /wp-admin/setup-config.php HTTP/1.0" 499 0 "http://tabasum-group-of-companies.local/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:03:01 +0000] "GET / HTTP/1.0" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:03:03 +0000] "GET /wp-admin/setup-config.php HTTP/1.0" 200 11292 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:03:03 +0000] "GET /favicon.ico HTTP/1.0" 302 0 "http://tabasum-group-of-companies.local/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:03:05 +0000] "GET /wp-admin/setup-config.php HTTP/1.0" 499 0 "http://tabasum-group-of-companies.local/wp-admin/setup-config.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:03:11 +0000] "GET /local-adminer-rkyWbR81E.php?username&db=local HTTP/1.0" 200 29925 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:03:11 +0000] "GET /local-adminer-rkyWbR81E.php?file=functions.js&version=4.4.0&driver=mysql HTTP/1.0" 200 24538 "http://tabasum-group-of-companies.local/local-adminer-rkyWbR81E.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:03:11 +0000] "GET /local-adminer-rkyWbR81E.php?file=jush.js&version=4.4.0&driver=mysql HTTP/1.0" 200 44493 "http://tabasum-group-of-companies.local/local-adminer-rkyWbR81E.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:03:11 +0000] "GET /local-adminer-rkyWbR81E.php?file=default.css&version=4.4.0&driver=mysql HTTP/1.0" 200 6565 "http://tabasum-group-of-companies.local/local-adminer-rkyWbR81E.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
127.0.0.1 - - [06/Dec/2018:17:03:11 +0000] "GET /local-adminer-rkyWbR81E.php?username=&db=local&script=db HTTP/1.0" 200 3612 "http://tabasum-group-of-companies.local/local-adminer-rkyWbR81E.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
